A  ˈa
ABOGADAS  ˌaβoɣˈaðas
ABOGADE  ˌaβoɣˈaðe
ABOGADES  ˌaβoɣˈaðes
ABOGADITA  ˌaβoɣaðˈita
ABOGADO  ˌaβoɣˈaðo
ABOGADOS  ˌaβoɣˈaðos
ABOGAR  ˌaβoɣˈaɾ
ABOGÓ  ˌaβoɣˈo
ABOITIZ  ˌaβoɪtˈis
ABOLENGO  ˌaβolˈeŋɡo
ABOLICIONISMO  ˌaβolˌisjonˈismo
ABOLICIONISTA  ˌaβolˌisjonˈista
ABOLICIONISTAS  ˌaβolˌisjonˈistas
ABOLICIÓN  ˌaβolisjˈon
ABOLIDA  ˌaβolˈiða
ABOLIDAS  ˌaβolˈiðas
ABOLIDO  ˌaβolˈiðo
ABOLIDOS  ˌaβolˈiðos
ABOLIR  ˌaβolˈiɾ
ABOLIÓ  ˌaβoljˈo
ABOLSADO  ˌaβolsˈaðo
ABOMASO  ˌaβomˈaso
ABOMBADA  ˌaβombˈaða
ABOMBADAS  ˌaβombˈaðas
ABOMBADO  ˌaβombˈaðo
ABOMBADOS  ˌaβombˈaðos
ABOMBAR  ˌaβombˈaɾ
ABOMBARSE  ˌaβombˈaɾse
ABOMINABLE  ˌaβominˈaβle
ABOMINABLES  ˌaβominˈaβles
ABOMINACIÓN  ˌaβomˌinasjˈon
ABOMINADA  ˌaβominˈaða
ABOMINADAS  ˌaβominˈaðas
ABOMINADO  ˌaβominˈaðo
ABOMINADOS  ˌaβominˈaðos
ABOMINAMOS  ˌaβominˈamos
ABOMINANDO  ˌaβominˈando
ABOMINAR  ˌaβominˈaɾ
ABOMINARÍAMOS  ˌaβomˌinaɾˈiamos
ABOMINO  ˌaβomˈino
ABOMINÁRAMOS  ˌaβominˈaɾamos
ABONA  aβˈona
ABONADA  ˌaβonˈaða
ABONADAS  ˌaβonˈaðas
ABONADO  ˌaβonˈaðo
ABONADOS  ˌaβonˈaðos
ABONANDO  ˌaβonˈando
ABONAR  ˌaβonˈaɾ
ABONARLA  ˌaβonˈaɾla
ABONARLOS  ˌaβonˈaɾlos
ABONARSE  ˌaβonˈaɾse
ABONARÁ  ˌaβonaɾˈa
ABONARÁN  ˌaβonaɾˈan
ABONE  aβˈone
ABONO  aβˈono
ABONOS  aβˈonos
ABONÉ  ˌaβonˈe
ABONÓ  ˌaβonˈo
ABORDA  aβˈoɾða
ABORDABLE  ˌaβoɾðˈaβle
ABORDABLES  ˌaβoɾðˈaβles
ABORDADA  ˌaβoɾðˈaða
ABORDADAS  ˌaβoɾðˈaðas
ABORDADO  ˌaβoɾðˈaðo
ABORDADOR  ˌaβoɾðaðˈoɾ
ABORDADOS  ˌaβoɾðˈaðos
ABORDAJE  ˌaβoɾðˈaxe
ABORDAMOS  ˌaβoɾðˈamos
ABORDAN  aβˈoɾðan
ABORDANDO  ˌaβoɾðˈando
ABORDAR  ˌaβoɾðˈaɾ
ABORDARA  ˌaβoɾðˈaɾa
ABORDARAS  ˌaβoɾðˈaɾas
ABORDAREIS  ˌaβoɾðˈaɾeɪs
ABORDAREMOS  ˌaβoɾðaɾˈemos
ABORDARES  ˌaβoɾðˈaɾes
ABORDARÁ  ˌaβoɾðaɾˈa
ABORDARÁS  ˌaβoɾðaɾˈas
ABORDARÍAMOS  ˌaβoɾðaɾˈiamos
ABORDAS  aβˈoɾðas
ABORDASTE  ˌaβoɾðˈaste
ABORDE  aβˈoɾðe
ABORDEMOS  ˌaβoɾðˈemos
ABORDES  aβˈoɾðes
ABORDO  aβˈoɾðo
ABORDÁRAMOS  ˌaβoɾðˈaɾamos
ABORDÉS  ˌaβoɾðˈes
ABORDÓ  ˌaβoɾðˈo
ABORIGEN  ˌaβoɾˈixen
ABORIGINAL  ˌaβoɾˌixinˈal
ABORRASCADA  ˌaβoraskˈaða
ABORRASCADAS  ˌaβoraskˈaðas
ABORRASCADO  ˌaβoraskˈaðo
ABORRASCADOS  ˌaβoraskˈaðos
ABORRASCARSE  ˌaβoraskˈaɾse
ABORRECER  ˌaβoresˈeɾ
ABORRECERÍAMOS  ˌaβorˌeseɾˈiamos
ABORRECIBLE  ˌaβoresˈiβle
ABORRECIBLES  ˌaβoresˈiβles
ABORRECIDA  ˌaβoresˈiða
ABORRECIDAS  ˌaβoresˈiðas
ABORRECIDO  ˌaβoresˈiðo
ABORRECIDOS  ˌaβoresˈiðos
ABORRECIMIENTO  ˌaβorˌesimjˈeŋto
ABORRECÍAMOS  ˌaβoresˈiamos
ABORREGADA  ˌaβoreɣˈaða
ABORREGADAS  ˌaβoreɣˈaðas
ABORREGADO  ˌaβoreɣˈaðo
ABORREGADOS  ˌaβoreɣˈaðos
ABORREGAR  ˌaβoreɣˈaɾ
ABORREGARSE  ˌaβoreɣˈaɾse
ABORREGÁ  ˌaβoreɣˈa
ABORTA  aβˈoɾta
ABORTADA  ˌaβoɾtˈaða
ABORTADAS  ˌaβoɾtˈaðas
ABORTADO  ˌaβoɾtˈaðo
ABORTADOS  ˌaβoɾtˈaðos
ABORTAMOS  ˌaβoɾtˈamos
ABORTANDO  ˌaβoɾtˈando
ABORTAR  ˌaβoɾtˈaɾ
ABORTARA  ˌaβoɾtˈaɾa
ABORTARAS  ˌaβoɾtˈaɾas
ABORTAREIS  ˌaβoɾtˈaɾeɪs
ABORTAREMOS  ˌaβoɾtaɾˈemos
ABORTARES  ˌaβoɾtˈaɾes
ABORTARSE  ˌaβoɾtˈaɾse
ABORTARÁ  ˌaβoɾtaɾˈa
ABORTARÁS  ˌaβoɾtaɾˈas
ABORTARÍAMOS  ˌaβoɾtaɾˈiamos
ABORTAS  aβˈoɾtas
ABORTASTE  ˌaβoɾtˈaste
ABORTE  aβˈoɾte
ABORTEMOS  ˌaβoɾtˈemos
ABORTES  aβˈoɾtes
ABORTISMO  ˌaβoɾtˈismo
ABORTISTA  ˌaβoɾtˈista
ABORTISTAS  ˌaβoɾtˈistas
ABORTIVA  ˌaβoɾtˈiβa
ABORTIVO  ˌaβoɾtˈiβo
ABORTO  aβˈoɾto
ABORTORIO  ˌaβoɾtˈoɾjo
ABORTOS  aβˈoɾtos
ABORTÁRAMOS  ˌaβoɾtˈaɾamos
ABORTÓN  ˌaβoɾtˈon
ABORÍGENES  ˌaβoɾˈixenes
ABOTAGAR  ˌaβotaɣˈaɾ
ABOTAGARSE  ˌaβotaɣˈaɾse
ABOTARGADA  ˌaβotaɾɣˈaða
ABOTARGADAS  ˌaβotaɾɣˈaðas
ABOTARGADO  ˌaβotaɾɣˈaðo
ABOTARGADOS  ˌaβotaɾɣˈaðos
ABOTARGAR  ˌaβotaɾɣˈaɾ
ABOTONADA  ˌaβotonˈaða
ABOTONADAS  ˌaβotonˈaðas
ABOTONADO  ˌaβotonˈaðo
ABOTONADOS  ˌaβotonˈaðos
ABOTONAR  ˌaβotonˈaɾ
ABOTONARSE  ˌaβotonˈaɾse
ABOUT  aβˈaut
ABOVEDADO  ˌaβoβeðˈaðo
ABOVEDAMIENTO  ˌaβoβˌeðamjˈeŋto
ABOVEDAR  ˌaβoβeðˈaɾ
ABOYADA  ˌaβoʝˈaða
ABOYADAS  ˌaβoʝˈaðas
ABOYADO  ˌaβoʝˈaðo
ABOYADOS  ˌaβoʝˈaðos
ABOYAR  ˌaβoʝˈaɾ
ABRA  ˈaβɾa
ABRACADA  ˌaβɾakˈaða
ABRACADABRA  ˌaβɾakaðˈaβɾa
ABRACADAS  ˌaβɾakˈaðas
ABRACADO  ˌaβɾakˈaðo
ABRACADOS  ˌaβɾakˈaðos
ABRACAR  ˌaβɾakˈaɾ
ABRACE  aβɾˈase
ABRACEMOS  ˌaβɾasˈemos
ABRACES  aβɾˈases
ABRACÉ  ˌaβɾasˈe
ABRAHAM  aβɾˈaam
ABRAHÁMICO  ˌaβɾaˈamiko
ABRAHÁN  ˌaβɾaˈan
ABRAM  ˈaβɾam
ABRAMOS  aβɾˈamos
ABRAS  ˈaβɾas
ABRASA  aβɾˈasa
ABRASADA  ˌaβɾasˈaða
ABRASADAS  ˌaβɾasˈaðas
ABRASADO  ˌaβɾasˈaðo
ABRASADOR  ˌaβɾasaðˈoɾ
ABRASADORA  ˌaβɾasaðˈoɾa
ABRASADORAS  ˌaβɾasaðˈoɾas
ABRASADORES  ˌaβɾasaðˈoɾes
ABRASADOS  ˌaβɾasˈaðos
ABRASAMOS  ˌaβɾasˈamos
ABRASANDO  ˌaβɾasˈando
ABRASANTE  ˌaβɾasˈaŋte
ABRASAR  ˌaβɾasˈaɾ
ABRASARA  ˌaβɾasˈaɾa
ABRASARAS  ˌaβɾasˈaɾas
ABRASAREIS  ˌaβɾasˈaɾeɪs
ABRASAREMOS  ˌaβɾasaɾˈemos
ABRASARES  ˌaβɾasˈaɾes
ABRASARÁ  ˌaβɾasaɾˈa
ABRASARÁS  ˌaβɾasaɾˈas
ABRASARÍAMOS  ˌaβɾasaɾˈiamos
ABRASAS  aβɾˈasas
ABRASASTE  ˌaβɾasˈaste
ABRASE  aβɾˈase
ABRASEMOS  ˌaβɾasˈemos
ABRASES  aβɾˈases
ABRASIVA  ˌaβɾasˈiβa
ABRASIVO  ˌaβɾasˈiβo
ABRASIÓN  ˌaβɾasjˈon
ABRASO  aβɾˈaso
ABRASÁRAMOS  ˌaβɾasˈaɾamos
ABRASÉ  ˌaβɾasˈe
ABRASÓ  ˌaβɾasˈo
ABRAZABA  ˌaβɾasˈaβa
ABRAZABLE  ˌaβɾasˈaβle
ABRAZADA  ˌaβɾasˈaða
ABRAZADAS  ˌaβɾasˈaðas
ABRAZADERA  ˌaβɾasaðˈeɾa
ABRAZADO  ˌaβɾasˈaðo
ABRAZADOR  ˌaβɾasaðˈoɾ
ABRAZADORA  ˌaβɾasaðˈoɾa
ABRAZADORAS  ˌaβɾasaðˈoɾas
ABRAZADORES  ˌaβɾasaðˈoɾes
ABRAZADOS  ˌaβɾasˈaðos
ABRAZAN  aβɾˈasan
ABRAZAR  ˌaβɾasˈaɾ
ABRAZARME  ˌaβɾasˈaɾme
ABRAZO  aβɾˈaso
ABRAZOS  aβɾˈasos
ABRAZÓ  ˌaβɾasˈo
ABRE  ˈaβɾe
ABRECARTAS  ˌaβɾekˈaɾtas
ABREFÁCIL  ˌaβɾefˈasil
ABREFÁCILES  ˌaβɾefˈasiles
ABRELATAS  ˌaβɾelˈatas
ABREN  ˈaβɾen
ABREPUERTAS  ˌaβɾepwˈeɾtas
ABRES  ˈaβɾes
ABREVADA  ˌaβɾeβˈaða
ABREVADAS  ˌaβɾeβˈaðas
ABREVADERO  ˌaβɾeβaðˈeɾo
ABREVADO  ˌaβɾeβˈaðo
ABREVADOS  ˌaβɾeβˈaðos
ABREVAR  ˌaβɾeβˈaɾ
ABREVIA  aβɾˈeβja
ABREVIACIÓN  ˌaβɾeβjasjˈon
ABREVIADA  ˌaβɾeβjˈaða
ABREVIADAS  ˌaβɾeβjˈaðas
ABREVIADO  ˌaβɾeβjˈaðo
ABREVIADOS  ˌaβɾeβjˈaðos
ABREVIAMOS  ˌaβɾeβjˈamos
ABREVIANDO  ˌaβɾeβjˈando
ABREVIAR  ˌaβɾeβjˈaɾ
ABREVIARA  ˌaβɾeβjˈaɾa
ABREVIARAS  ˌaβɾeβjˈaɾas
ABREVIAREIS  ˌaβɾeβjˈaɾeɪs
ABREVIAREMOS  ˌaβɾeβjaɾˈemos
ABREVIARES  ˌaβɾeβjˈaɾes
ABREVIARÁ  ˌaβɾeβjaɾˈa
ABREVIARÁS  ˌaβɾeβjaɾˈas
ABREVIARÍAMOS  ˌaβɾeβjaɾˈiamos
ABREVIAS  aβɾˈeβjas
ABREVIASTE  ˌaβɾeβjˈaste
ABREVIATURA  ˌaβɾeβjatˈuɾa
ABREVIE  aβɾˈeβje
ABREVIEMOS  ˌaβɾeβjˈemos
ABREVIES  aβɾˈeβjes
ABREVIO  aβɾˈeβjo
ABREVIÁRAMOS  ˌaβɾeβjˈaɾamos
ABRI  ˈaβɾi
ABRIAN  ˈaβɾjan
ABRIBONADA  ˌaβɾiβonˈaða
ABRIBONADAS  ˌaβɾiβonˈaðas
ABRIBONADO  ˌaβɾiβonˈaðo
ABRIBONADOS  ˌaβɾiβonˈaðos
ABRIBONAR  ˌaβɾiβonˈaɾ
ABRIDOR  ˌaβɾiðˈoɾ
ABRIDORA  ˌaβɾiðˈoɾa
ABRIDORAS  ˌaβɾiðˈoɾas
ABRIDORES  ˌaβɾiðˈoɾes
ABRIENDO  ˌaβɾjˈendo
ABRIERON  ˌaβɾjˈeɾon
ABRIGA  aβɾˈiɣa
ABRIGABA  ˌaβɾiɣˈaβa
ABRIGADA  ˌaβɾiɣˈaða
ABRIGADAS  ˌaβɾiɣˈaðas
ABRIGADERO  ˌaβɾiɣaðˈeɾo
ABRIGADO  ˌaβɾiɣˈaðo
ABRIGADOS  ˌaβɾiɣˈaðos
ABRIGAMOS  ˌaβɾiɣˈamos
ABRIGANDO  ˌaβɾiɣˈando
ABRIGAR  ˌaβɾiɣˈaɾ
ABRIGARSE  ˌaβɾiɣˈaɾse
ABRIGARÍAMOS  ˌaβɾiɣaɾˈiamos
ABRIGAÑO  ˌaβɾiɣˈaɲo
ABRIGO  aβɾˈiɣo
ABRIGOS  aβɾˈiɣos
ABRIGÁRAMOS  ˌaβɾiɣˈaɾamos
ABRIL  aβɾˈil
ABRILEÑO  ˌaβɾilˈeɲo
ABRIMOS  aβɾˈimos
ABRIR  aβɾˈiɾ
ABRIREMOS  ˌaβɾiɾˈemos
ABRIRES  aβɾˈiɾes
ABRIRLA  aβɾˈiɾla
ABRIRLAS  aβɾˈiɾlas
ABRIRLO  aβɾˈiɾlo
ABRIRSE  aβɾˈiɾse
ABRIRÁ  ˌaβɾiɾˈa
ABRIRÁN  ˌaβɾiɾˈan
ABRIRÁS  ˌaβɾiɾˈas
ABRIRÍAMOS  ˌaβɾiɾˈiamos
ABRISTE  aβɾˈiste
ABRIÉNDOLA  ˌaβɾjˈendola
ABRIÉRONSE  ˌaβɾjˈeɾoŋse
ABRIÓ  ˌaβɾjˈo
ABRO  ˈaβɾo
ABROCHADA  ˌaβɾotʃˈaða
ABROCHADAS  ˌaβɾotʃˈaðas
ABROCHADO  ˌaβɾotʃˈaðo
ABROCHADORA  ˌaβɾotʃaðˈoɾa
ABROCHADOS  ˌaβɾotʃˈaðos
ABROCHAR  ˌaβɾotʃˈaɾ
ABROCHARSE  ˌaβɾotʃˈaɾse
ABRODITA  ˌaβɾoðˈita
ABROGABLE  ˌaβɾoɣˈaβle
ABROGABLES  ˌaβɾoɣˈaβles
ABROGACIÓN  ˌaβɾoɣasjˈon
ABROGADA  ˌaβɾoɣˈaða
ABROGADAS  ˌaβɾoɣˈaðas
ABROGADO  ˌaβɾoɣˈaðo
ABROGADOS  ˌaβɾoɣˈaðos
ABROGAR  ˌaβɾoɣˈaɾ
ABROGATORIA  ˌaβɾoɣatˈoɾja
ABROGATORIAS  ˌaβɾoɣatˈoɾjas
ABROGATORIO  ˌaβɾoɣatˈoɾjo
ABROGATORIOS  ˌaβɾoɣatˈoɾjos
ABROGO  aβɾˈoɣo
ABROJO  aβɾˈoxo
ABRONCADA  ˌaβɾoŋkˈaða
ABRONCADAS  ˌaβɾoŋkˈaðas
ABRONCADO  ˌaβɾoŋkˈaðo
ABRONCADOS  ˌaβɾoŋkˈaðos
ABRONCAR  ˌaβɾoŋkˈaɾ
ABROTACIÓN  ˌaβɾotasjˈon
ABROTOÑADA  ˌaβɾotoɲˈaða
ABROTOÑADAS  ˌaβɾotoɲˈaðas
ABROTOÑADO  ˌaβɾotoɲˈaðo
ABROTOÑADOS  ˌaβɾotoɲˈaðos
ABROTOÑAR  ˌaβɾotoɲˈaɾ
ABRUMADA  ˌaβɾumˈaða
ABRUMADAS  ˌaβɾumˈaðas
ABRUMADO  ˌaβɾumˈaðo
ABRUMADOR  ˌaβɾumaðˈoɾ
ABRUMADORA  ˌaβɾumaðˈoɾa
ABRUMADORAMENTE  ˌaβɾumaðˈoɾamˈeŋte
ABRUMADOS  ˌaβɾumˈaðos
ABRUMAR  ˌaβɾumˈaɾ
ABRUPTA  aβɾˈupta
ABRUPTAMENTE  aβɾˈuptamˈeŋte
ABRUPTO  aβɾˈupto
ABRUPTOS  aβɾˈuptos
ABRUZOS  aβɾˈusos
ABRÍ  aβɾˈi
ABRÍA  aβɾˈia
ABRÍAMOS  aβɾˈiamos
ABRÍAN  aβɾˈian
ABRÍS  aβɾˈis
ABRÓTANO  aβɾˈotano
ABSALÓN  ˌaβsalˈon
ABSCEDAMOS  ˌaβseðˈamos
ABSCEDER  ˌaβseðˈeɾ
ABSCEDERÍAMOS  ˌaβseðeɾˈiamos
ABSCEDIDA  ˌaβseðˈiða
ABSCEDIDAS  ˌaβseðˈiðas
ABSCEDIDO  ˌaβseðˈiðo
ABSCEDIDOS  ˌaβseðˈiðos
ABSCEDÍAMOS  ˌaβseðˈiamos
ABSCISA  aβsˈisa
ABSCISIÓN  ˌaβsisjˈon
ABSCONDER  ˌaβskondˈeɾ
ABSENTA  aβsˈeŋta
ABSENTISMO  ˌaβseŋtˈismo
ABSENTISTA  ˌaβseŋtˈista
ABSIDIAL  ˌaβsiðjˈal
ABSINTIO  aβsˈiŋtjo
ABSOLUCIÓN  ˌaβsolusjˈon
ABSOLUTA  ˌaβsolˈuta
ABSOLUTAMENTE  ˌaβsolˈutamˈeŋte
ABSOLUTARIA  ˌaβsolutˈaɾja
ABSOLUTAS  ˌaβsolˈutas
ABSOLUTISMO  ˌaβsolutˈismo
ABSOLUTISTA  ˌaβsolutˈista
ABSOLUTISTAS  ˌaβsolutˈistas
ABSOLUTIVO  ˌaβsolutˈiβo
ABSOLUTIZADA  ˌaβsolˌutisˈaða
ABSOLUTIZADAS  ˌaβsolˌutisˈaðas
ABSOLUTIZADO  ˌaβsolˌutisˈaðo
ABSOLUTIZADOS  ˌaβsolˌutisˈaðos
ABSOLUTIZAMOS  ˌaβsolˌutisˈamos
ABSOLUTIZANDO  ˌaβsolˌutisˈando
ABSOLUTIZAR  ˌaβsolˌutisˈaɾ
ABSOLUTIZARÍAMOS  ˌaβsolˌutisaɾˈiamos
ABSOLUTIZÁRAMOS  ˌaβsolˌutisˈaɾamos
ABSOLUTO  ˌaβsolˈuto
ABSOLUTORIO  ˌaβsolutˈoɾjo
ABSOLVAMOS  ˌaβsolβˈamos
ABSOLVEMOS  ˌaβsolβˈemos
ABSOLVER  ˌaβsolβˈeɾ
ABSOLVEREMOS  ˌaβsolβeɾˈemos
ABSOLVERÁ  ˌaβsolβeɾˈa
ABSOLVERÁS  ˌaβsolβeɾˈas
ABSOLVERÍA  ˌaβsolβeɾˈia
ABSOLVERÍAIS  ˌaβsolβeɾˈiaɪs
ABSOLVERÍAMOS  ˌaβsolβeɾˈiamos
ABSOLVERÍAN  ˌaβsolβeɾˈian
ABSOLVERÍAS  ˌaβsolβeɾˈias
ABSOLVIÓ  ˌaβsolβjˈo
ABSOLVÍ  ˌaβsolβˈi
ABSOLVÍAMOS  ˌaβsolβˈiamos
ABSORBE  aβsˈoɾβe
ABSORBEDOR  ˌaβsoɾβeðˈoɾ
ABSORBENCIA  ˌaβsoɾβˈeŋsja
ABSORBENTE  ˌaβsoɾβˈeŋte
ABSORBENTES  ˌaβsoɾβˈeŋtes
ABSORBER  ˌaβsoɾβˈeɾ
ABSORBIBLE  ˌaβsoɾβˈiβle
ABSORBIBLES  ˌaβsoɾβˈiβles
ABSORBIDA  ˌaβsoɾβˈiða
ABSORBIDAS  ˌaβsoɾβˈiðas
ABSORBIDO  ˌaβsoɾβˈiðo
ABSORBIDOS  ˌaβsoɾβˈiðos
ABSORBIENDO  ˌaβsoɾβjˈendo
ABSORBO  aβsˈoɾβo
ABSORBÍ  ˌaβsoɾβˈi
ABSORCIONES  ˌaβsoɾsjˈones
ABSORCIÓN  ˌaβsoɾsjˈon
ABSORTA  aβsˈoɾta
ABSORTAS  aβsˈoɾtas
ABSORTIVIDAD  ˌaβsoɾtˌiβiðˈad
ABSORTO  aβsˈoɾto
ABSORTOS  aβsˈoɾtos
ABSTEMIA  aβstˈemja
ABSTEMIO  aβstˈemjo
ABSTENCIONES  ˌaβsteŋsjˈones
ABSTENCIONISMO  ˌaβsteŋsjonˈismo
ABSTENCIONISTA  ˌaβsteŋsjonˈista
ABSTENCIÓN  ˌaβsteŋsjˈon
ABSTENDREMOS  ˌaβstendɾˈemos
ABSTENED  ˌaβstenˈed
ABSTENER  ˌaβstenˈeɾ
ABSTENERSE  ˌaβstenˈeɾse
ABSTENGA  aβstˈeŋɡa
ABSTENGAS  aβstˈeŋɡas
ABSTENIDA  ˌaβstenˈiða
ABSTENIDAS  ˌaβstenˈiðas
ABSTENIDO  ˌaβstenˈiðo
ABSTENIDOS  ˌaβstenˈiðos
ABSTENIENDO  ˌaβstenjˈendo
ABSTENIÉNDOLA  ˌaβstenjˈendola
ABSTENIÉNDOLAS  ˌaβstenjˈendolas
ABSTENIÉNDOLE  ˌaβstenjˈendole
ABSTENIÉNDOLES  ˌaβstenjˈendoles
ABSTENIÉNDOLO  ˌaβstenjˈendolo
ABSTENIÉNDOLOS  ˌaβstenjˈendolos
ABSTENIÉNDOME  ˌaβstenjˈendome
ABSTENIÉNDONOS  ˌaβstenjˈendonos
ABSTENIÉNDOOS  ˌaβstenjˈendoos
ABSTENIÉNDOTE  ˌaβstenjˈendote
ABSTENSIONISMO  ˌaβsteŋsjonˈismo
ABSTENÉ  ˌaβstenˈe
ABSTENÍAN  ˌaβstenˈian
ABSTENÍAS  ˌaβstenˈias
ABSTERGENTE  ˌaβsteɾxˈeŋte
ABSTERGER  ˌaβsteɾxˈeɾ
ABSTERGIDA  ˌaβsteɾxˈiða
ABSTERGIDAS  ˌaβsteɾxˈiðas
ABSTERGIDO  ˌaβsteɾxˈiðo
ABSTERGIDOS  ˌaβsteɾxˈiðos
ABSTERSIVO  ˌaβsteɾsˈiβo
ABSTERSIÓN  ˌaβsteɾsjˈon
ABSTIENE  aβstjˈene
ABSTIENES  aβstjˈenes
ABSTINENCIA  ˌaβstinˈeŋsja
ABSTINENCIAS  ˌaβstinˈeŋsjas
ABSTINENTE  ˌaβstinˈeŋte
ABSTINENTES  ˌaβstinˈeŋtes
ABSTRACCIÓN  ˌaβstɾaksjˈon
ABSTRACTA  aβstɾˈakta
ABSTRACTAS  aβstɾˈaktas
ABSTRACTIVO  ˌaβstɾaktˈiβo
ABSTRACTO  aβstɾˈakto
ABSTRACTOS  aβstɾˈaktos
ABSTRAER  ˌaβstɾaˈeɾ
ABSTRUSO  aβstɾˈuso
ABSTUVIERA  ˌaβstuβjˈeɾa
ABSTUVIERAN  ˌaβstuβjˈeɾan
ABSTUVIERAS  ˌaβstuβjˈeɾas
ABSTUVO  aβstˈuβo
ABSUELTA  aβswˈelta
ABSUELTAS  aβswˈeltas
ABSUELTO  aβswˈelto
ABSUELTOS  aβswˈeltos
ABSUELVO  aβswˈelβo
ABSURDIDAD  ˌaβsuɾðiðˈad
ABSURDO  aβsˈuɾðo
ABU  ˈaβu
ABUCHEADA  ˌaβutʃeˈaða
ABUCHEADAS  ˌaβutʃeˈaðas
ABUCHEADO  ˌaβutʃeˈaðo
ABUCHEADOS  ˌaβutʃeˈaðos
ABUCHEAR  ˌaβutʃeˈaɾ
ABUCHEO  ˌaβutʃˈeo
ABUELA  aβwˈela
ABUELAS  aβwˈelas
ABUELASTRA  ˌaβwelˈastɾa
ABUELASTRO  ˌaβwelˈastɾo
ABUELE  aβwˈele
ABUELES  aβwˈeles
ABUELITA  ˌaβwelˈita
ABUELITO  ˌaβwelˈito
ABUELITOS  ˌaβwelˈitos
ABUELO  aβwˈelo
ABUELOS  aβwˈelos
ABULENSE  ˌaβulˈeŋse
ABULIA  aβˈulja
ABULTADA  ˌaβultˈaða
ABULTADAS  ˌaβultˈaðas
ABULTADO  ˌaβultˈaðo
ABULTADOS  ˌaβultˈaðos
ABULTAR  ˌaβultˈaɾ
ABULÓN  ˌaβulˈon
ABUNDA  aβˈunda
ABUNDADA  ˌaβundˈaða
ABUNDADAS  ˌaβundˈaðas
ABUNDADO  ˌaβundˈaðo
ABUNDADOS  ˌaβundˈaðos
ABUNDAMIENTO  ˌaβundamjˈeŋto
ABUNDAMOS  ˌaβundˈamos
ABUNDAN  aβˈundan
ABUNDANCIA  ˌaβundˈaŋsja
ABUNDANDO  ˌaβundˈando
ABUNDANTE  ˌaβundˈaŋte
ABUNDANTEMENTE  ˌaβundˈaŋtemˈeŋte
ABUNDANTES  ˌaβundˈaŋtes
ABUNDAR  ˌaβundˈaɾ
ABUNDARA  ˌaβundˈaɾa
ABUNDARAS  ˌaβundˈaɾas
ABUNDAREIS  ˌaβundˈaɾeɪs
ABUNDAREMOS  ˌaβundaɾˈemos
ABUNDARES  ˌaβundˈaɾes
ABUNDARÁ  ˌaβundaɾˈa
ABUNDARÁS  ˌaβundaɾˈas
ABUNDARÍAMOS  ˌaβundaɾˈiamos
ABUNDAS  aβˈundas
ABUNDASTE  ˌaβundˈaste
ABUNDE  aβˈunde
ABUNDEMOS  ˌaβundˈemos
ABUNDES  aβˈundes
ABUNDIO  aβˈundjo
ABUNDO  aβˈundo
ABUNDOSA  ˌaβundˈosa
ABUNDOSAS  ˌaβundˈosas
ABUNDOSO  ˌaβundˈoso
ABUNDOSOS  ˌaβundˈosos
ABUNDÁRAMOS  ˌaβundˈaɾamos
ABUR  aβˈuɾ
ABURGUESADA  ˌaβuɾɣesˈaða
ABURGUESADAS  ˌaβuɾɣesˈaðas
ABURGUESADO  ˌaβuɾɣesˈaðo
ABURGUESADOS  ˌaβuɾɣesˈaðos
ABURGUESAMIENTO  ˌaβuɾɣˌesamjˈeŋto
ABURGUESAR  ˌaβuɾɣesˈaɾ
ABURGUESARSE  ˌaβuɾɣesˈaɾse
ABURRE  aβˈure
ABURRIDA  ˌaβurˈiða
ABURRIDAS  ˌaβurˈiðas
ABURRIDO  ˌaβurˈiðo
ABURRIDOS  ˌaβurˈiðos
ABURRIDÍSIMO  ˌaβuriðˈisimo
ABURRIENDO  ˌaβurjˈendo
ABURRIR  ˌaβurˈiɾ
ABURRIRSE  ˌaβurˈiɾse
ABURRO  aβˈuro
ABURRÍA  ˌaβurˈia
ABURUJADA  ˌaβuɾuxˈaða
ABURUJADAS  ˌaβuɾuxˈaðas
ABURUJADO  ˌaβuɾuxˈaðo
ABURUJADOS  ˌaβuɾuxˈaðos
ABURUJAR  ˌaβuɾuxˈaɾ
ABUSADA  ˌaβusˈaða
ABUSADAS  ˌaβusˈaðas
ABUSADO  ˌaβusˈaðo
ABUSADOR  ˌaβusaðˈoɾ
ABUSADORA  ˌaβusaðˈoɾa
ABUSADOS  ˌaβusˈaðos
ABUSAMOS  ˌaβusˈamos
ABUSAR  ˌaβusˈaɾ
ABUSE  aβˈuse
ABUSES  aβˈuses
ABUSIVA  ˌaβusˈiβa
ABUSIVIDAD  ˌaβusˌiβiðˈad
ABUSIVO  ˌaβusˈiβo
ABUSIVOS  ˌaβusˈiβos
ABUSO  aβˈuso
ABUSOS  aβˈusos
ABUSÉ  ˌaβusˈe
ABUSÓN  ˌaβusˈon
ABUÑOLADA  ˌaβuɲolˈaða
ABUÑOLADAS  ˌaβuɲolˈaðas
ABUÑOLADO  ˌaβuɲolˈaðo
ABUÑOLADOS  ˌaβuɲolˈaðos
ABUÑOLAR  ˌaβuɲolˈaɾ
ABYAD  aβʝˈad
ABYECCIÓN  ˌaβʝeksjˈon
ABYECTO  aβʝˈekto
ABZIMA  aβsˈima
ABZIMAS  aβsˈimas
ABÉS  aβˈes
ABÉÑOLA  aβˈeɲola
ABÉÑULA  aβˈeɲula
ABÚLICO  aβˈuliko
